k,epoca,silhouette_score,davies_bouldin_score,calinski_harabasz_score
2,100,0.36843950173760803,0.987450968813808,760.4779860024124
2,500,0.36843950173760803,0.987450968813808,760.4779860024124
2,1000,0.36843950173760803,0.987450968813808,760.4779860024124
3,100,0.21739924695182986,1.4770885358112436,491.6103136083149
3,500,0.21739924695182986,1.4770885358112436,491.6103136083149
3,1000,0.21739924695182986,1.4770885358112436,491.6103136083149
4,100,0.07300055975524507,1.9680034656381968,258.1630245032163
4,500,0.07300055975524507,1.9680034656381968,258.1630245032163
4,1000,0.07300055975524507,1.9680034656381968,258.1630245032163
5,100,0.0794773908847969,2.42295150905278,279.1335402483963
5,500,0.07803933653653176,2.235538046992913,255.717644432258
5,1000,0.07803933653653176,2.235538046992913,255.717644432258
6,100,0.07813013390479978,3.041237003355261,270.77954291246175
6,500,0.07813013390479978,3.041237003355261,270.77954291246175
6,1000,0.07813013390479978,3.041237003355261,270.77954291246175
7,100,0.12045429171499747,1.8700573458628202,327.11177422205986
7,500,0.11916813359145538,1.8746751814843827,326.4442625732667
7,1000,0.11916813359145538,1.8746751814843827,326.4442625732667
8,100,0.12633843819953242,1.8255945728544165,309.69908712754494
8,500,0.12633843819953242,1.8255945728544165,309.69908712754494
8,1000,0.12633843819953242,1.8255945728544165,309.69908712754494
9,100,0.1549453640463178,1.6263682723015755,352.4703835926666
9,500,0.1549453640463178,1.6263682723015755,352.4703835926666
9,1000,0.1549453640463178,1.6263682723015755,352.4703835926666
10,100,0.14448414607898163,1.5652375065484958,317.59101373313234
10,500,0.14448414607898163,1.5652375065484958,317.59101373313234
10,1000,0.14448414607898163,1.5652375065484958,317.59101373313234
